Date,Close/Last,Volume,Open,High,Low,Close,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,RSI,Daily_Return,MACD,MACD_Signal,MACD_Histogram,Bollinger_Middle,Bollinger_Std,Bollinger_Upper,Bollinger_Lower,ATR,OBV,Sentiment
2025-05-06,$198.51,51216480,198.21,200.65,197.02,198.51,205.714,207.217,201.041,203.256,204.436,205.073,43.111,-0.191,-1.764,-2.458,0.694,201.041,9.478,219.997,182.085,6.432,1140200830.0,0.079
2025-05-07,$196.25,68616940,199.17,199.44,193.25,196.25,202.464,206.382,202.233,200.921,202.947,204.232,41.485,-1.138,-2.288,-2.424,0.136,202.233,6.814,215.861,188.605,6.176,1071583890.0,0.529
2025-05-08,$197.49,50478870,197.72,200.05,194.68,197.49,199.298,205.294,202.164,199.777,201.955,203.59,42.761,0.632,-2.574,-2.454,-0.12,202.164,6.856,215.876,188.452,6.234,1122062760.0,0.208
2025-05-09,$198.53,36453920,199.0,200.54,197.535,198.53,197.934,204.219,202.57,199.361,201.332,203.108,43.867,0.527,-2.685,-2.5,-0.185,202.57,6.346,215.262,189.878,5.939,1158516680.0,-0.048
2025-05-12,$210.79,63775810,210.97,211.268,206.75,210.79,200.314,204.284,203.202,203.171,203.052,203.84,54.922,6.175,-1.764,-2.353,0.589,203.202,6.51,216.222,190.182,6.247,1222292490.0,-0.229
2025-05-13,$212.93,51909330,210.43,213.4,209.0,212.93,203.198,204.456,203.723,206.424,204.848,204.706,56.532,1.015,-0.852,-2.053,1.201,203.723,6.859,217.441,190.005,5.971,1274201820.0,0.111
2025-05-14,$212.33,49325830,212.43,213.94,210.58,212.33,206.414,204.439,204.232,208.393,206.208,205.432,55.929,-0.282,-0.175,-1.677,1.502,204.232,7.109,218.45,190.014,5.791,1224875990.0,0.562
2025-05-15,$211.45,45029470,210.95,212.96,209.54,211.45,209.206,204.252,205.091,209.412,207.161,206.005,55.002,-0.414,0.287,-1.284,1.571,205.091,6.876,218.843,191.339,5.781,1179846520.0,-0.281
2025-05-16,$211.26,54737850,212.36,212.57,209.77,211.26,211.752,204.843,205.805,210.028,207.907,206.505,54.791,-0.09,0.631,-0.901,1.532,205.805,6.73,219.265,192.345,5.693,1125108670.0,-0.214
2025-05-19,$208.78,46140530,207.91,209.48,204.26,208.78,211.35,205.832,206.586,209.612,208.065,206.722,51.987,-1.174,0.695,-0.582,1.277,206.586,6.058,218.702,194.47,5.916,1078968140.0,-0.12
